id,date,trade_code,high,low,open,close,volume
1,8/10/2020,1JANATAMF,4.3,4.1,4.2,4.1,2,285,416
2,8/9/2020,1JANATAMF,4.3,4.1,4.1,4.2,1,292,933
3,8/6/2020,1JANATAMF,4.2,4.1,4.1,4.1,2,653,824
4,8/5/2020,1JANATAMF,4.1,4.1,4.1,4.1,360,439
5,8/4/2020,1JANATAMF,4.1,4.1,4.1,4.1,15,217
6,8/3/2020,1JANATAMF,4.1,4.1,4.1,4.1,26,205
7,7/30/2020,1JANATAMF,4.1,4.1,4.1,4.1,3,737
8,7/29/2020,1JANATAMF,4.1,4.1,4.1,4.1,1,803
10,7/27/2020,1JANATAMF,4.1,4.1,4.1,4.1,775
11,7/26/2020,1JANATAMF,4.1,4.1,4.1,4.1,3,100
12,7/23/2020,1JANATAMF,4.1,4.1,4.1,4.1,10,053
13,7/22/2020,1JANATAMF,0,0,0,4.1,0
14,7/21/2020,1JANATAMF,4.1,4.1,4.1,4.1,13,100
15,7/20/2020,1JANATAMF,4.1,4.1,4.1,4.1,460
16,7/19/2020,1JANATAMF,4.1,4.1,4.1,4.1,760
17,7/16/2020,1JANATAMF,4.1,4.1,4.1,4.1,500
18,7/15/2020,1JANATAMF,4.1,4.1,4.1,4.1,18,276
19,7/14/2020,1JANATAMF,4.1,4.1,4.1,4.1,3,330
20,7/13/2020,1JANATAMF,4.1,4.1,4.1,4.1,6,088
21,7/12/2020,1JANATAMF,4.1,4.1,4.1,4.1,28,600
22,7/9/2020,1JANATAMF,4.1,4.1,4.1,4.1,30,075
23,7/8/2020,1JANATAMF,4.1,4.1,4.1,4.1,1,255
24,7/7/2020,1JANATAMF,4.1,4.1,4.1,4.1,21,005
25,7/6/2020,1JANATAMF,4.1,4.1,4.1,4.1,66,485
26,7/5/2020,1JANATAMF,4.1,4.1,4.1,4.1,1,500
27,7/2/2020,1JANATAMF,0,0,0,4.1,0
28,8/10/2020,1STPRIMFMF,16,15.1,15.4,15.2,1,286,049
29,8/9/2020,1STPRIMFMF,15.8,14.4,14.7,15.2,1,949,695
30,8/6/2020,1STPRIMFMF,15.7,14.3,14.7,14.7,1,670,068
31,8/5/2020,1STPRIMFMF,14.6,13.3,13.4,14.6,2,055,153
32,8/4/2020,1STPRIMFMF,13.5,13.2,13.4,13.3,604,707
33,8/3/2020,1STPRIMFMF,13.7,13.2,13.5,13.3,712,403
34,7/30/2020,1STPRIMFMF,13.7,13.2,13.2,13.4,502,133
35,7/29/2020,1STPRIMFMF,13.8,13.1,13.8,13.2,637,044
36,7/28/2020,1STPRIMFMF,14,13.1,13.5,13.8,608,118
37,7/27/2020,1STPRIMFMF,13.8,13.4,13.6,13.5,711,374
38,7/26/2020,1STPRIMFMF,14.1,13.5,14,13.8,472,018
39,7/23/2020,1STPRIMFMF,14.8,13.7,13.9,13.9,851,252
40,7/22/2020,1STPRIMFMF,14.3,13.7,14.2,13.9,883,202
41,7/21/2020,1STPRIMFMF,14,12.9,12.9,13.9,1,661,389
42,7/20/2020,1STPRIMFMF,13,12.5,12.5,12.8,462,401
43,7/19/2020,1STPRIMFMF,13.2,12.4,13.2,12.5,401,452
44,7/16/2020,1STPRIMFMF,13.5,13.1,13.5,13.1,239,767
45,7/15/2020,1STPRIMFMF,13.6,12.9,13,13.4,308,142
46,7/14/2020,1STPRIMFMF,13.4,12.8,13.1,12.9,280,361
47,7/13/2020,1STPRIMFMF,13.5,13,13.4,13.2,478,960
48,7/12/2020,1STPRIMFMF,13.8,13.1,13.5,13.3,706,891
49,7/9/2020,1STPRIMFMF,13.5,12.5,12.5,13.5,758,711
50,7/8/2020,1STPRIMFMF,12.4,12,12.3,12.3,413,561
51,7/7/2020,1STPRIMFMF,12.4,12.1,12.1,12.2,239,990
52,7/6/2020,1STPRIMFMF,12.2,11.9,12,12,243,674
53,7/5/2020,1STPRIMFMF,12.3,11.9,12.3,12,247,495
54,7/2/2020,1STPRIMFMF,12.2,12,12.1,12.2,138,041
55,8/10/2020,AAMRANET,39.5,37.9,38.6,38.8,342,588
56,8/9/2020,AAMRANET,38.8,37.9,38.4,38.5,259,858
57,8/6/2020,AAMRANET,38,34,37.2,37.6,156,814
58,8/5/2020,AAMRANET,38,36.9,38,37,134,013
59,8/4/2020,AAMRANET,39,37.4,39,37.7,275,523
60,8/3/2020,AAMRANET,38.8,37.9,38.4,38.5,215,009
61,7/30/2020,AAMRANET,38.6,35.7,38.5,37.6,320,701
62,7/29/2020,AAMRANET,39.8,37.8,38.4,38.5,271,038
63,7/28/2020,AAMRANET,38.4,36.1,36.3,38.1,304,577
64,7/27/2020,AAMRANET,37.2,36,36.8,36.3,158,528
65,7/26/2020,AAMRANET,37.1,35.5,36.3,36.8,196,257
66,7/23/2020,AAMRANET,36.1,34.7,35,35.9,254,832
67,7/22/2020,AAMRANET,35.5,34.2,34.3,35,208,705
68,7/21/2020,AAMRANET,34.3,33.4,33.5,34.1,190,123
69,7/20/2020,AAMRANET,34,33.2,33.2,33.4,52,406
70,7/19/2020,AAMRANET,33.2,33.2,33.2,33.2,64,921
71,7/16/2020,AAMRANET,33.5,33.2,33.3,33.3,54,187
72,7/15/2020,AAMRANET,33.5,33.2,33.4,33.3,60,526
73,7/14/2020,AAMRANET,34.9,33.2,33.9,33.4,84,552
74,7/13/2020,AAMRANET,35.5,33.8,35,33.9,109,991
75,7/12/2020,AAMRANET,35.5,34.6,35,35.1,21,288
76,7/9/2020,AAMRANET,35.3,33.5,33.5,35,79,126
77,7/8/2020,AAMRANET,35.4,33.2,33.2,33.3,126,450
78,7/7/2020,AAMRANET,33.2,33.2,33.2,33.2,54,400
79,7/6/2020,AAMRANET,33.2,33.2,33.2,33.2,94
80,7/5/2020,AAMRANET,33.2,33.2,33.2,33.2,300
81,7/2/2020,AAMRANET,33.2,33.2,33.2,33.2,19,025
82,8/10/2020,AAMRATECH,26.2,25.5,26.2,25.6,72,269
83,8/9/2020,AAMRATECH,26.4,25.4,26.2,26.2,123,713
84,8/6/2020,AAMRATECH,26,24.9,24.9,25.8,137,456
85,8/5/2020,AAMRATECH,25,24.5,24.8,24.9,72,482
86,8/4/2020,AAMRATECH,25.6,24.5,25.3,24.8,87,772
87,8/3/2020,AAMRATECH,25.6,24.7,25.5,25.3,90,096
88,7/30/2020,AAMRATECH,25.9,24.5,25,25.4,216,512
89,7/29/2020,AAMRATECH,25.2,24.1,24.1,25,126,507
90,7/28/2020,AAMRATECH,24,23.5,23.7,23.9,68,336
91,7/27/2020,AAMRATECH,23.8,23.4,23.4,23.5,33,870
92,7/26/2020,AAMRATECH,23.9,23.2,23.5,23.4,51,325
93,7/23/2020,AAMRATECH,23.7,23,23,23.5,28,574
94,7/22/2020,AAMRATECH,23.6,23,23.5,23.1,33,754
95,7/21/2020,AAMRATECH,23.1,23,23,23,26,121
96,7/20/2020,AAMRATECH,23,23,23,23,12,726
97,7/19/2020,AAMRATECH,23,23,23,23,6
98,7/16/2020,AAMRATECH,23,23,23,23,7,085
99,7/15/2020,AAMRATECH,23,23,23,23,4,665
100,7/14/2020,AAMRATECH,23,23,23,23,2,990
101,7/13/2020,AAMRATECH,23.4,23,23.1,23.1,77,654
102,7/12/2020,AAMRATECH,23.9,23,23.2,23.1,22,209
103,7/9/2020,AAMRATECH,23.8,23,23,23.1,44,283
104,7/8/2020,AAMRATECH,23,23,23,23,3,325
105,7/7/2020,AAMRATECH,23,23,23,23,170
106,7/6/2020,AAMRATECH,23,23,23,23,10,500
107,7/5/2020,AAMRATECH,23,23,23,23,3,400
108,7/2/2020,AAMRATECH,23,23,23,23,2,005
109,8/10/2020,ABB1STMF,4.4,4.2,4.4,4.2,2,897,616
110,8/9/2020,ABB1STMF,4.4,4.2,4.3,4.4,236,476
111,8/6/2020,ABB1STMF,4.3,4.2,4.2,4.2,1,230,200
112,8/5/2020,ABB1STMF,4.2,4.2,4.2,4.2,1,314,565
113,8/4/2020,ABB1STMF,4.2,4.2,4.2,4.2,117,841
114,8/3/2020,ABB1STMF,4.2,4.2,4.2,4.2,162,938
115,7/30/2020,ABB1STMF,4.2,4.2,4.2,4.2,57,880
116,7/29/2020,ABB1STMF,4.2,4.2,4.2,4.2,338,611
117,7/28/2020,ABB1STMF,4.3,4.2,4.2,4.2,134,784
118,7/27/2020,ABB1STMF,4.2,4.2,4.2,4.2,66,160
119,7/26/2020,ABB1STMF,4.2,4.2,4.2,4.2,66,981
120,7/23/2020,ABB1STMF,4.3,4.2,4.3,4.2,126,210
121,7/22/2020,ABB1STMF,4.3,4.2,4.2,4.2,68,751
122,7/21/2020,ABB1STMF,4.4,4.2,4.2,4.2,85,813
123,7/20/2020,ABB1STMF,4.2,4.2,4.2,4.2,63,666
124,7/19/2020,ABB1STMF,4.2,4.2,4.2,4.2,76,340
125,7/16/2020,ABB1STMF,4.2,4.2,4.2,4.2,78,806
126,7/15/2020,ABB1STMF,4.2,4.2,4.2,4.2,69,309
127,7/14/2020,ABB1STMF,4.2,4.2,4.2,4.2,47,792
128,7/13/2020,ABB1STMF,4.2,4.2,4.2,4.2,62,183
129,7/12/2020,ABB1STMF,4.2,4.2,4.2,4.2,63,937
130,7/9/2020,ABB1STMF,4.2,4.2,4.2,4.2,108,139
131,7/8/2020,ABB1STMF,4.2,4.2,4.2,4.2,67,014
132,7/7/2020,ABB1STMF,4.2,4.2,4.2,4.2,75,648
133,7/6/2020,ABB1STMF,0,0,0,4.2,0
134,7/5/2020,ABB1STMF,4.2,4.2,4.2,4.2,55
135,7/2/2020,ABB1STMF,0,0,0,4.2,0
136,8/10/2020,ABBANK,0,0,0,8.2,0
137,8/9/2020,ABBANK,8.3,7.6,7.7,8.2,2,317,549
138,8/6/2020,ABBANK,7.8,7.4,7.5,7.7,987,896
139,8/5/2020,ABBANK,7.9,7.5,7.9,7.6,1,090,726
140,8/4/2020,ABBANK,8,7.6,7.6,7.8,1,043,741
141,8/3/2020,ABBANK,8,7.2,7.3,7.6,1,168,318
142,7/30/2020,ABBANK,7.3,7,7.1,7.3,371,972
143,7/29/2020,ABBANK,7.2,7,7.1,7.1,443,726
144,7/28/2020,ABBANK,7.2,7,7.1,7.1,238,421
145,7/27/2020,ABBANK,7.2,7,7,7.1,283,201
146,7/26/2020,ABBANK,7.1,6.9,7,7,206,026
147,7/23/2020,ABBANK,7,6.9,6.9,7,48,080
148,7/22/2020,ABBANK,7,6.8,6.9,6.9,504,247
149,7/21/2020,ABBANK,7.1,6.8,6.8,6.9,280,801
150,7/20/2020,ABBANK,7,6.8,6.9,6.9,154,503
151,7/19/2020,ABBANK,7,6.8,6.9,6.9,228,753
152,7/16/2020,ABBANK,7,6.8,6.9,6.9,296,191
153,7/15/2020,ABBANK,7.1,6.9,7,6.9,264,428
154,7/14/2020,ABBANK,7.1,6.9,7.1,7,162,586
155,7/13/2020,ABBANK,7.2,6.9,7.1,7,413,990
156,7/12/2020,ABBANK,7.3,7.1,7.3,7.2,418,337
157,7/9/2020,ABBANK,7.4,7.1,7.2,7.3,300,516
158,7/8/2020,ABBANK,7.2,6.9,6.9,7.2,338,246
159,7/7/2020,ABBANK,7.1,6.9,6.9,6.9,407,874
160,7/6/2020,ABBANK,7,6.8,6.8,6.9,192,461
161,7/5/2020,ABBANK,7.2,6.7,7.1,6.8,917,556
162,7/2/2020,ABBANK,7.3,6.8,6.8,7.2,368,563
163,8/10/2020,ACFL,23.9,22.3,23.3,23.2,574,865
164,8/9/2020,ACFL,23.3,21.8,21.8,23.3,654,671
165,8/6/2020,ACFL,21.2,19.2,19.5,21.2,420,902
166,8/5/2020,ACFL,20,19.1,19.8,19.3,152,174
167,8/4/2020,ACFL,20.4,19.7,19.8,19.9,187,990
168,8/3/2020,ACFL,20.3,19.6,20.1,19.8,215,279
169,7/30/2020,ACFL,20.6,19.2,19.2,20.1,348,830
170,7/29/2020,ACFL,19.4,18.6,18.6,19.2,166,950
171,7/28/2020,ACFL,19,18.6,18.7,18.6,56,412
172,7/27/2020,ACFL,19,18.6,18.6,18.7,92,313
173,7/26/2020,ACFL,19.4,18.6,19,18.6,163,363
174,7/23/2020,ACFL,19.2,18.6,18.6,18.9,188,917
175,7/22/2020,ACFL,18.6,18.6,18.6,18.6,3,830
176,7/21/2020,ACFL,18.6,18.6,18.6,18.6,5,540
177,7/20/2020,ACFL,18.6,18.6,18.6,18.6,10
178,7/19/2020,ACFL,0,0,0,18.6,0
179,7/16/2020,ACFL,18.6,18.6,18.6,18.6,5
180,7/15/2020,ACFL,18.6,18.6,18.6,18.6,300
181,7/14/2020,ACFL,18.6,18.6,18.6,18.6,1,000
182,7/13/2020,ACFL,18.8,18.6,18.6,18.6,67,512
183,7/12/2020,ACFL,18.9,18.6,18.6,18.6,96,697
184,7/9/2020,ACFL,19.4,18.6,18.6,18.6,201,275
185,7/8/2020,ACFL,18.6,18.6,18.6,18.6,100
186,7/7/2020,ACFL,18.6,18.6,18.6,18.6,244
187,7/6/2020,ACFL,18.6,18.6,18.6,18.6,1
188,7/5/2020,ACFL,18.6,18.6,18.6,18.6,200
189,7/2/2020,ACFL,18.6,18.6,18.6,18.6,200
190,8/10/2020,ACI,271,263,269.1,265.2,146,119
191,8/9/2020,ACI,276.2,262.1,262.1,269,203,746
192,8/6/2020,ACI,266,249.7,251,261.9,153,768
193,8/5/2020,ACI,256.1,245.1,255.9,250.6,93,831
194,8/4/2020,ACI,260,248.4,249,255.9,103,405
195,8/3/2020,ACI,254,243.2,245,249,139,763
196,7/30/2020,ACI,245,236,238.7,242.3,101,852
197,7/29/2020,ACI,239.9,231,232,238.8,136,307
198,7/28/2020,ACI,232.5,223,232.5,229.5,93,345
199,7/27/2020,ACI,238.7,225.5,228,234.5,206,465
200,7/26/2020,ACI,229.1,210,210,223.5,181,208
201,7/23/2020,ACI,212.3,208.1,210.3,210.7,61,508
202,7/22/2020,ACI,211.1,208,209.4,210.3,61,222
203,7/21/2020,ACI,210,205.8,206.3,209.4,64,406
204,7/20/2020,ACI,207,203,203,206.4,58,212
205,7/19/2020,ACI,207,203.5,207,205.4,35,399
206,7/16/2020,ACI,209.9,207.6,208,208,52,204
207,7/15/2020,ACI,208.9,205.5,205.6,208.1,56,084
208,7/14/2020,ACI,212.9,206,209.4,207.7,74,735
209,7/13/2020,ACI,215,207.5,213.7,209.3,71,577
210,7/12/2020,ACI,215,205.5,210,213.7,118,840
211,7/9/2020,ACI,210.5,199.6,200.1,208,167,651
212,7/8/2020,ACI,205,199.6,201.9,200.7,106,796
213,7/7/2020,ACI,203.5,196.5,197.8,201.9,98,599
214,7/6/2020,ACI,198.6,191,192.6,197.4,69,717
215,7/5/2020,ACI,197.4,191.5,197.1,192.6,45,213
216,7/2/2020,ACI,203.1,197.3,203.1,198,65,034
217,8/10/2020,ACIFORMULA,127.8,123.2,127.1,125.6,91,930
