id,date,trade_code,high,low,open,close,volume
218,8/9/2020,ACIFORMULA,131,125,127.4,126.4,70,409
219,8/6/2020,ACIFORMULA,127,122.1,122.1,125.5,85,651
220,8/5/2020,ACIFORMULA,128.8,120.7,126.7,122.8,105,287
221,8/4/2020,ACIFORMULA,132.2,126,131.9,126.7,84,999
222,8/3/2020,ACIFORMULA,134,123,125.9,129.4,92,759
223,7/30/2020,ACIFORMULA,127,122.1,124.8,123.9,88,376
224,7/29/2020,ACIFORMULA,126.8,120.4,121,125.4,148,534
225,7/28/2020,ACIFORMULA,121,114.1,118,120.2,75,211
226,7/27/2020,ACIFORMULA,121.3,112.5,112.5,118,196,646
227,7/26/2020,ACIFORMULA,111.9,107,107,110.3,63,306
228,7/23/2020,ACIFORMULA,108.8,105.9,107.4,106.2,31,459
229,7/22/2020,ACIFORMULA,109.9,106.8,108.5,107.4,32,657
230,7/21/2020,ACIFORMULA,108.5,106.2,107,107.5,26,696
231,7/20/2020,ACIFORMULA,108.3,103.5,104,107,34,186
232,7/19/2020,ACIFORMULA,107.9,103.8,107.8,104.7,42,277
233,7/16/2020,ACIFORMULA,109.5,106.3,108.3,106.8,35,949
234,7/15/2020,ACIFORMULA,109.9,107.7,109.1,108.3,45,707
235,7/14/2020,ACIFORMULA,112.8,109,112.8,109.5,41,272
236,7/13/2020,ACIFORMULA,115.4,110.5,113,111.4,60,456
237,7/12/2020,ACIFORMULA,114,108,109.1,113.4,81,873
238,7/9/2020,ACIFORMULA,111.4,107.7,107.7,109.2,73,515
239,7/8/2020,ACIFORMULA,110.8,108,108.8,108.5,79,218
240,7/7/2020,ACIFORMULA,109.9,107.1,108.9,108.8,49,120
241,7/6/2020,ACIFORMULA,108.8,105,106.4,108.1,34,343
242,7/5/2020,ACIFORMULA,108.9,106.1,108.9,106.7,34,141
243,7/2/2020,ACIFORMULA,110.2,107.8,110.2,108.9,37,951
244,8/10/2020,ACMELAB,71.4,68.4,70,69.7,738,872
245,8/9/2020,ACMELAB,70.5,67.5,67.5,69.5,586,307
246,8/6/2020,ACMELAB,67.5,65.8,66.9,67.1,253,378
247,8/5/2020,ACMELAB,68.3,66.1,68.3,66.8,272,674
248,8/4/2020,ACMELAB,68.4,65.3,65.8,68.2,464,061
249,8/3/2020,ACMELAB,66.3,64.6,64.8,65.8,446,921
250,7/30/2020,ACMELAB,64.5,62.8,63.6,64.4,725,734
251,7/29/2020,ACMELAB,63.9,63.2,63.5,63.6,74,496
252,7/28/2020,ACMELAB,64,63.6,63.9,63.6,116,414
253,7/27/2020,ACMELAB,64,63.1,63.3,63.8,209,900
254,7/26/2020,ACMELAB,63.5,62.3,62.4,63.3,120,544
255,7/23/2020,ACMELAB,62.7,62.2,62.7,62.6,74,833
256,7/22/2020,ACMELAB,63,62.4,62.8,62.7,81,731
257,7/21/2020,ACMELAB,63.2,62.7,62.9,62.8,62,047
258,7/20/2020,ACMELAB,63.3,61.2,62.2,63,116,165
259,7/19/2020,ACMELAB,63.5,61.7,63.5,62.3,114,407
260,7/16/2020,ACMELAB,64,63.3,64,63.5,121,263
261,7/15/2020,ACMELAB,64.4,63,63.4,64,244,354
262,7/14/2020,ACMELAB,64.3,62.9,63,63.4,184,657
263,7/13/2020,ACMELAB,64.6,63,63.8,63.3,194,421
264,7/12/2020,ACMELAB,64.1,62.4,63,63.8,365,920
265,7/9/2020,ACMELAB,63.5,62.1,63.2,62.8,352,739
266,7/8/2020,ACMELAB,63.3,61.9,62.3,63.2,354,604
267,7/7/2020,ACMELAB,63,61.7,61.7,62.3,190,175
268,7/6/2020,ACMELAB,62.2,61,61.8,61.6,208,580
269,7/5/2020,ACMELAB,62.1,61.6,62.1,61.8,124,940
270,7/2/2020,ACMELAB,63.4,62,63.4,62.3,225,686
271,8/10/2020,ACTIVEFINE,18.3,17.2,18.2,17.4,3,796,431
272,8/9/2020,ACTIVEFINE,19,17.8,18.2,18.1,3,764,577
273,8/6/2020,ACTIVEFINE,19,17,17.5,18.1,4,939,054
274,8/5/2020,ACTIVEFINE,18,16.6,17.1,17.5,4,598,881
275,8/4/2020,ACTIVEFINE,16.9,15.6,16.5,16.9,6,180,477
276,8/3/2020,ACTIVEFINE,15.4,14.2,14.2,15.4,2,384,240
277,7/30/2020,ACTIVEFINE,14,12.9,12.9,14,3,550,020
278,7/29/2020,ACTIVEFINE,13,12.5,12.6,12.8,1,199,749
279,7/28/2020,ACTIVEFINE,12.6,12.4,12.5,12.5,666,145
280,7/27/2020,ACTIVEFINE,12.6,12.4,12.5,12.4,511,083
281,7/26/2020,ACTIVEFINE,12.6,12.3,12.5,12.5,350,791
282,7/23/2020,ACTIVEFINE,12.5,12.3,12.5,12.3,493,994
283,7/22/2020,ACTIVEFINE,12.8,12.4,12.6,12.5,325,053
284,7/21/2020,ACTIVEFINE,12.6,12.3,12.3,12.6,624,031
285,7/20/2020,ACTIVEFINE,12.5,12.3,12.3,12.4,469,308
286,7/19/2020,ACTIVEFINE,12.5,12.3,12.5,12.3,251,285
287,7/16/2020,ACTIVEFINE,12.6,12.3,12.5,12.5,509,412
288,7/15/2020,ACTIVEFINE,12.9,12.3,12.7,12.5,979,271
289,7/14/2020,ACTIVEFINE,13.3,12.6,13.2,12.7,566,425
290,7/13/2020,ACTIVEFINE,13.6,13,13.5,13.1,940,115
291,7/12/2020,ACTIVEFINE,13.6,13,13.3,13.4,789,350
292,7/9/2020,ACTIVEFINE,13.5,12.3,12.3,13.3,2,687,788
293,7/8/2020,ACTIVEFINE,12.3,12.3,12.3,12.3,89,746
294,7/7/2020,ACTIVEFINE,12.3,12.3,12.3,12.3,21,847
295,7/6/2020,ACTIVEFINE,12.3,12.3,12.3,12.3,18,506
296,7/5/2020,ACTIVEFINE,12.3,12.3,12.3,12.3,53,500
297,7/2/2020,ACTIVEFINE,12.3,12.3,12.3,12.3,1,100
298,8/10/2020,ADNTEL,40.3,38.6,38.8,39,1,429,969
299,8/9/2020,ADNTEL,39.5,38.2,38.9,38.8,1,362,645
300,8/6/2020,ADNTEL,39.5,37.8,38.5,38.5,736,938
301,8/5/2020,ADNTEL,40.5,38,40.5,38.4,1,129,404
302,8/4/2020,ADNTEL,41.9,37.7,40.5,40.2,1,278,310
303,8/3/2020,ADNTEL,41.4,37.7,37.8,40.1,1,171,811
304,7/30/2020,ADNTEL,39,37.1,38.4,37.7,1,286,372
305,7/29/2020,ADNTEL,39.7,37.4,39,38.4,1,211,482
306,7/28/2020,ADNTEL,39.4,36.7,37.3,38.8,1,353,885
307,7/27/2020,ADNTEL,38,36.5,37.8,37.4,1,602,850
308,7/26/2020,ADNTEL,38,35.4,36,37.8,1,522,624
309,7/23/2020,ADNTEL,36.5,34,34,36.2,1,833,503
310,7/22/2020,ADNTEL,34.5,32.8,32.8,34.1,1,216,653
311,7/21/2020,ADNTEL,33,32.1,32.1,32.8,634,130
312,7/20/2020,ADNTEL,32.1,32.1,32.1,32.1,11,330
313,7/19/2020,ADNTEL,32.1,32.1,32.1,32.1,11,000
314,7/16/2020,ADNTEL,32.3,32.1,32.1,32.1,202,398
315,7/15/2020,ADNTEL,34,32.1,34,32.1,627,524
316,7/14/2020,ADNTEL,34,32.1,33.6,32.2,435,857
317,7/13/2020,ADNTEL,35,32.1,32.1,33.6,1,307,770
318,7/12/2020,ADNTEL,32.1,32.1,32.1,32.1,301,199
319,7/9/2020,ADNTEL,32.1,32.1,32.1,32.1,45,105
320,7/8/2020,ADNTEL,32.1,32.1,32.1,32.1,3,205
321,7/7/2020,ADNTEL,32.1,32.1,32.1,32.1,1,001
322,7/6/2020,ADNTEL,32.1,32.1,32.1,32.1,50
323,7/5/2020,ADNTEL,32.1,32.1,32.1,32.1,150
324,7/2/2020,ADNTEL,0,0,0,32.1,0
325,8/10/2020,ADVENT,25.3,24,25.2,24.2,984,970
326,8/9/2020,ADVENT,25.6,24.5,24.7,24.9,2,010,251
327,8/6/2020,ADVENT,24.8,23.9,24.1,24.1,1,478,836
328,8/5/2020,ADVENT,25.5,23.7,25,24,1,112,000
329,8/4/2020,ADVENT,25.5,23.9,24,24.8,2,164,251
330,8/3/2020,ADVENT,24.1,23.3,23.3,23.9,1,198,226
331,7/30/2020,ADVENT,23.2,22.8,22.8,23.1,884,668
332,7/29/2020,ADVENT,22.8,22.8,22.8,22.8,652,055
333,7/28/2020,ADVENT,22.9,22.8,22.9,22.8,245,595
334,7/27/2020,ADVENT,23.2,22.8,23,22.8,664,438
335,7/26/2020,ADVENT,23.2,22.9,22.9,23,517,217
336,7/23/2020,ADVENT,22.9,22.8,22.8,22.8,260,279
337,7/22/2020,ADVENT,23.2,22.8,23.2,22.8,691,291
338,7/21/2020,ADVENT,23.5,23,23.1,23.1,378,510
339,7/20/2020,ADVENT,23.4,22.8,23.2,22.8,917,683
340,7/19/2020,ADVENT,23.7,22.8,23.7,23.1,502,594
341,7/16/2020,ADVENT,24.3,23.5,23.6,23.7,1,059,126
342,7/15/2020,ADVENT,23.6,22.8,22.8,23.5,1,349,958
343,7/14/2020,ADVENT,23,22.8,22.8,22.8,185,819
344,7/13/2020,ADVENT,23.2,22.8,22.8,22.8,1,015,804
345,7/12/2020,ADVENT,23,22.8,22.8,22.8,237,836
346,7/9/2020,ADVENT,23.1,22.8,22.8,22.8,536,285
347,7/8/2020,ADVENT,22.8,22.8,22.8,22.8,64,673
348,7/7/2020,ADVENT,22.8,22.8,22.8,22.8,91
349,7/6/2020,ADVENT,0,0,0,22.8,0
350,7/5/2020,ADVENT,22.8,22.8,22.8,22.8,4,000
351,7/2/2020,ADVENT,22.8,22.8,22.8,22.8,10
352,8/10/2020,AFCAGRO,19.5,18.8,19.1,18.8,463,675
353,8/9/2020,AFCAGRO,19.9,19,19,19.5,683,614
354,8/6/2020,AFCAGRO,19.2,17.6,18,18.9,449,799
355,8/5/2020,AFCAGRO,19.1,17.1,18.7,17.8,559,837
356,8/4/2020,AFCAGRO,19.1,18.2,19,18.7,375,496
357,8/3/2020,AFCAGRO,19.7,18.1,18.1,19,598,506
358,7/30/2020,AFCAGRO,18.3,17,17,18.1,601,470
359,7/29/2020,AFCAGRO,17.2,17,17,17,139,990
360,7/28/2020,AFCAGRO,17,17,17,17,94,843
361,7/27/2020,AFCAGRO,17,17,17,17,30,081
362,7/26/2020,AFCAGRO,17.3,17,17.1,17,36,725
363,7/23/2020,AFCAGRO,17,17,17,17,85,930
364,7/22/2020,AFCAGRO,17.2,17,17,17,58,535
365,7/21/2020,AFCAGRO,17,17,17,17,36,967
366,7/20/2020,AFCAGRO,17,17,17,17,9,450
367,7/19/2020,AFCAGRO,17,17,17,17,800
368,7/16/2020,AFCAGRO,17,17,17,17,2,900
369,7/15/2020,AFCAGRO,17,17,17,17,6,700
370,7/14/2020,AFCAGRO,17.1,17,17,17,58,551
371,7/13/2020,AFCAGRO,17.3,17,17,17,44,533
372,7/12/2020,AFCAGRO,17.5,17,17.2,17,83,549
373,7/9/2020,AFCAGRO,17.5,17,17,17.2,238,126
374,7/8/2020,AFCAGRO,17,17,17,17,400
375,7/7/2020,AFCAGRO,17,17,17,17,170
376,7/6/2020,AFCAGRO,0,0,0,17,0
377,7/5/2020,AFCAGRO,0,0,0,17,0
378,7/2/2020,AFCAGRO,17,17,17,17,278
379,8/10/2020,AFTABAUTO,27.2,26.1,27.2,26.3,268,951
380,8/9/2020,AFTABAUTO,27.4,25.9,25.9,27.2,363,287
381,8/6/2020,AFTABAUTO,25.8,24.6,24.7,25,321,829
382,8/5/2020,AFTABAUTO,25.8,24.6,24.8,25.1,222,105
383,8/4/2020,AFTABAUTO,25.8,24.2,25.4,24.7,179,220
384,8/3/2020,AFTABAUTO,25.3,24,24,25.1,458,682
385,7/30/2020,AFTABAUTO,24.3,23.6,23.6,23.7,190,027
386,7/29/2020,AFTABAUTO,23.6,23.6,23.6,23.6,8,240
387,7/28/2020,AFTABAUTO,23.6,23.6,23.6,23.6,15,381
388,7/27/2020,AFTABAUTO,23.6,23.6,23.6,23.6,23,153
389,7/26/2020,AFTABAUTO,23.6,23.6,23.6,23.6,12,507
390,7/23/2020,AFTABAUTO,23.6,23.6,23.6,23.6,4,736
391,7/22/2020,AFTABAUTO,23.6,23.6,23.6,23.6,8,753
392,7/21/2020,AFTABAUTO,23.6,23.6,23.6,23.6,7,300
393,7/20/2020,AFTABAUTO,23.6,23.6,23.6,23.6,1
394,7/19/2020,AFTABAUTO,23.6,23.6,23.6,23.6,14,215
395,7/16/2020,AFTABAUTO,23.6,23.6,23.6,23.6,5,310
396,7/15/2020,AFTABAUTO,23.6,23.6,23.6,23.6,8,905
397,7/14/2020,AFTABAUTO,23.7,23.6,23.6,23.6,41,750
398,7/13/2020,AFTABAUTO,24.1,23.6,24,23.6,122,356
399,7/12/2020,AFTABAUTO,24.4,23.6,23.6,23.9,139,232
400,7/9/2020,AFTABAUTO,24.3,23.6,23.6,23.6,169,043
